﻿Plant_ID,Type,Scientific_Name,Scientific_Name_With_Authors,Common_Name,Family,Genus,Species,Species_Author,Infraspecies,Infraspecies_Author,Native,Naturalized,CoC,Endemic,Persisting,Status_State,Status_US,nwpl_emp,nwpl_ncne,State_Rank,Global_Rank,Category,Habitat,Growth_Habit,Duration
142,Accepted Name,Aralia spinosa,Aralia spinosa L.,"devil’s walking stick, Hercules’s club",Araliaceae,Aralia,spinosa,L.,,,Y,,4,N,Y,,,FAC,FAC,S1,G5,Vascular,"Utility line cuts, disturbed areas, and young thin forests.  Fairly similar to the non-native A. elata and many reports and specimens of A. spinosa may actually be A. elata.","Tree, Shrub",Perennial
3115,Accepted Name,Arceuthobium pusillum,Arceuthobium pusillum Peck,dwarf mistletoe,Santalaceae,Arceuthobium,pusillum,Peck,,,Y,,10,N,Y,,,,,SNR,G5,Vascular,"A small parasitic plant primarily on twigs of Picea mariana (black spruce) but occasionally on other coniferous species and often resulting in abnormal growth of the host (i.e. ""witches broom"").","Subshrub, Shrub",Perennial
1348,Accepted Name,Arctostaphylos uva-ursi,Arctostaphylos uva-ursi (L.) Spreng.,bearberry,Ericaceae,Arctostaphylos,uva-ursi,(L.) Spreng.,,,Y,,8,N,Y,,,UPL,UPL,S5,G5,Vascular,"Rocky summits, bluffs, sandy maritime areas, and fields and roadsides with thin sandy soils. Mostly a plant of acidic soils in open sites.","Subshrub, Shrub",Perennial
2036,Accepted Name,Arethusa bulbosa,Arethusa bulbosa L.,dragon’s mouth,Orchidaceae,Arethusa,bulbosa,L.,,,Y,,10,N,Y,Threatened-State,,OBL,OBL,S2,G4,Vascular,Bogs and poor fens. Sometimes appearing in large numbers but rather local in distribution.,Forb/herb,Perennial
137,Accepted Name,Arisaema dracontium,Arisaema dracontium (L.) Schott,green dragon,Araceae,Arisaema,dracontium,(L.) Schott,,,Y,,7,N,Y,,,FACW,FACW,S4,G5,Vascular,Floodplain forests and edges of marl ponds.,Forb/herb,Perennial
136,Accepted Name,Arisaema pusillum,Arisaema pusillum (Peck) Nash,small Jack-in-the-pulpit,Araceae,Arisaema,pusillum,(Peck) Nash,,,Y,,10,N,Y,,,FACW,FAC,SNR,G5,Vascular,,Forb/herb,Perennial
140,Accepted Name,Arisaema stewardsonii,Arisaema stewardsonii Britton,swamp Jack-in-the-pulpit,Araceae,Arisaema,stewardsonii,Britton,,,Y,,7,N,Y,,,FACW,FAC,S5,G5,Vascular,Swamps.,Forb/herb,Perennial
135,Accepted Name,Arisaema triphyllum,Arisaema triphyllum (L.) Schott,common Jack-in-the-pulpit,Araceae,Arisaema,triphyllum,(L.) Schott,,,Y,,5,N,Y,,,FACW,FAC,S5,G5,Vascular,Primarily in mesic forests. This taxon does particularly well in deep rich soils but also occurs in less rich sites.,Forb/herb,Perennial
2310,Accepted Name,Aristida dichotoma var. dichotoma,Aristida dichotoma Michx. var. dichotoma,church mouse threeawn,Poaceae,Aristida,dichotoma,Michx.,var. dichotoma,,Y,,3,N,Y,,,UPL,FACU,S5,G5,Vascular,"Rocky summits, opening in forests, dirt roads, and utility rights-of-way in dry thin soils.",Graminoid,Annual
2706,Accepted Name,Aronia arbutifolia,Aronia arbutifolia (L.) Pers.,red chokeberry,Rosaceae,Aronia,arbutifolia,(L.) Pers.,,,Y,,7,N,Y,,,FACW,FACW,S4,G5,Vascular,"Swamps, marshes, wet thickets, lake edges, and peatlands.","Tree, Shrub",Perennial
2722,Accepted Name,Aronia melanocarpa,Aronia melanocarpa (Michx.) Elliott,black chokeberry,Rosaceae,Aronia,melanocarpa,(Michx.) Elliott,,,Y,,7,N,Y,,,FAC,FAC,S5,G5,Vascular,"Swamps, marshes, wet thickets, lakes edges, peatlands, rock outcrops, rocky summits, pine barrens, and sandy forests.","Tree, Shrub",Perennial
2765,Accepted Name,Aronia prunifolia,Aronia prunifolia (Marshall) Rehder,purple chokeberry,Rosaceae,Aronia,prunifolia,(Marshall) Rehder,,,Y,,7,N,Y,,,FACW,FACW,S4?,G4G5Q,Vascular,,"Tree, Shrub",Perennial
147,Accepted Name,Asarum canadense,Asarum canadense L.,wild ginger,Aristolochiaceae,Asarum,canadense,L.,,,Y,,8,N,Y,,,FACU,UPL,S5,G5,Vascular,"Slopes and bases of slopes in rich mesic forests with deep or calcareous soils and occasionally somewhat drier forests over limestone.  ",Forb/herb,Perennial
162,Accepted Name,Asclepias amplexicaulis,Asclepias amplexicaulis Sm.,blunt-leaved milkweed,Apocynaceae,Asclepias,amplexicaulis,Sm.,,,Y,,2,N,Y,,,,,S4,G5,Vascular,,Forb/herb,Perennial
166,Accepted Name,Asclepias exaltata,Asclepias exaltata L.,forest milkweed,Apocynaceae,Asclepias,exaltata,L.,,,Y,,6,N,Y,,,FACU,UPL,S4,G5,Vascular,Mesic deciduous forests and edges of forested roads and paths.  Not evenly scattered throughout a site but usually restricted to a few distinct patches.,Forb/herb,Perennial
165,Accepted Name,Asclepias incarnata ssp. incarnata,Asclepias incarnata L. ssp. incarnata,western swamp milkweed,Apocynaceae,Asclepias,incarnata,L.,ssp. incarnata,,Y,,4,N,Y,,,OBL,OBL,S5,G5T5,Vascular,"Marshes, swamps, edges of ponds, wet depressions or drainages in fields, and stream banks.  Does best in non-forested wetlands although also occurs in forested situations.",Herbaceous,Perennial
6644,Accepted Name,Asclepias purpurascens,Asclepias purpurascens L.,purple milkweed,Apocynaceae,Asclepias,purpurascens,L.,,,Y,,2,N,Y,Threatened-State,,FACU,FACU,S2S3,,Vascular,Small meadows or edges of forests in mesic to slightly wetter soils.,Herbaceous,Perennial
157,Accepted Name,Asclepias quadrifolia,Asclepias quadrifolia Jacq.,four-leaved milkweed,Apocynaceae,Asclepias,quadrifolia,Jacq.,,,Y,,7,N,Y,,,,,S5,G5,Vascular,Forests to thin forests and woodlands of a southern affinity.  Mostly an understory herb that does not do well with intense herbaceous competition.  The herb layer may be rather full and diverse but not with dense tall plants. Does particularly well over calcareous rocks.,Forb/herb,Perennial
153,Accepted Name,Asclepias syriaca,Asclepias syriaca L.,common milkweed,Apocynaceae,Asclepias,syriaca,L.,,,Y,,0,N,Y,,,FACU,UPL,S5,G5,Vascular,"Successional fields, occasionally clearings in forests, roadsides, and disturbed ground.",Forb/herb,Perennial
164,Accepted Name,Asclepias verticillata,Asclepias verticillata L.,whorled milkweed,Apocynaceae,Asclepias,verticillata,L.,,,Y,,9,N,Y,Rare-State,,FACU,UPL,S2,G5,Vascular,"Thin rocky forests, rocky summits, and woodlands of a southern affinity.",Forb/herb,Perennial
71,Accepted Name,Asimina triloba,Asimina triloba (L.) Dunal,pawpaw,Annonaceae,Asimina,triloba,(L.) Dunal,,,Y,,5,N,Y,Threatened-State,,FAC,FAC,S2,G5,Vascular,Native in alluvial soils in floodplain forests and rich bottomlands of western New York. It is also cultivated and may persist and perhaps occasionally naturalize.,"Tree, Shrub",Perennial
174,Accepted Name,Asplenium bradleyi,Asplenium bradleyi D.C. Eaton,Bradley’s spleenwort,Aspleniaceae,Asplenium,bradleyi,D.C. Eaton,,,Y,,10,N,Y,Endangered-State,,,,SH,G4,Vascular,,Forb/herb,Perennial
173,Accepted Name,Asplenium montanum,Asplenium montanum Willd.,mountain spleenwort,Aspleniaceae,Asplenium,montanum,Willd.,,,Y,,10,N,Y,Threatened-State,,,,S2S3,G5,Vascular,Cliffs and ledges composed of acidic often conglomerate rock in cool microclimates. The plants often occur in the cracks on the rock face. In New York it is restricted to the Shawangunk Ridge.,Forb/herb,Perennial
6267,Accepted Name,Asplenium platyneuron,"Asplenium platyneuron (L.) Britton, Sterns & Poggenb.",ebony spleenwort,Aspleniaceae,Asplenium,platyneuron,"(L.) Britton, Sterns & Poggenb.",,,Y,,5,N,Y,,,FACU,FACU,S5,,Vascular,"Thin deciduous forests, rocky summits, thickets, sometimes on or near rock, and occasionally successional old fields. Mostly in dry-mesic to mesic soils and not occurring in the most acidic soils and perhaps more abundant in more mineral rich sites. This species appears to be increasing in New York.",Herbaceous,Perennial
169,Accepted Name,Asplenium platyneuron × A. rhizophyllum = A. ×ebenoides,Asplenium platyneuron × A. rhizophyllum = A. ×ebenoides R.R. Scott,Scott’s spleenwort,Aspleniaceae,Asplenium,platyneuron × A. rhizophyllum = A. ×ebenoides,R.R. Scott,,,Y,,,N,Y,,,,,SNA,GNA,Vascular,,Herbaceous,Perennial
172,Accepted Name,Asplenium rhizophyllum,Asplenium rhizophyllum L.,walking fern,Aspleniaceae,Asplenium,rhizophyllum,L.,,,Y,,10,N,Y,,,,,S4S5,G5,Vascular,"Mesic cliffs, ledges, erratics, and less frequently on adjacent soils primarily on calcareous rocks.  Usually in forested and/or shaded sites.",Forb/herb,Perennial
168,Accepted Name,Asplenium ruta-muraria,Asplenium ruta-muraria L.,wall rue,Aspleniaceae,Asplenium,ruta-muraria,L.,,,Y,,10,N,Y,,,,,S4,G5,Vascular,Ledges and exposed calcareous rock.,Forb/herb,Perennial
175,Accepted Name,Asplenium trichomanes ssp. trichomanes,Asplenium trichomanes L. ssp. trichomanes,diploid maidenhair spleenwort,Aspleniaceae,Asplenium,trichomanes,L.,ssp. trichomanes,,Y,,9,N,Y,,,FAC,UPL,S4?,G5,Vascular,,Forb/herb,Perennial
1396,Accepted Name,Astragalus canadensis var. canadensis,Astragalus canadensis L. var. canadensis,Canada milk vetch,Fabaceae,Astragalus,canadensis,L.,var. canadensis,,Y,,10,N,Y,,,FAC,FAC,S1,G5T5,Vascular,,Forb/herb,Perennial
1269,Accepted Name,Athyrium angustum,Athyrium angustum (Willd.) C. Presl,northern lady fern,Athyriaceae,Athyrium,angustum,(Willd.) C. Presl,,,Y,,5,N,Y,,,FAC,FAC,S5,G5T5,Vascular,"The more common of the two subspecies in New York. Hardwood or hardwood-coniferous forests, margins of streams, wet depressions in forests, and occasionally edges of forests. Primarily and understory herb that likes mesic to wet-mesic soils and usually does not occur in soils that are perennially saturated.",Fern,Perennial
2934,Accepted Name,Aureolaria flava,Aureolaria flava (L.) Farw.,smooth false foxglove,Orobanchaceae,Aureolaria,flava,(L.) Farw.,,,Y,,7,N,Y,,,,,S5,G5T5,Vascular,"Hardwood forests, woodlands, and forest edges with oaks often in thin dry to dry-mesic soils.",Forb/herb,Perennial
2927,Accepted Name,Aureolaria pedicularia,Aureolaria pedicularia (L.) Raf. ex Pennell,fern-leaved false foxglove,Orobanchaceae,Aureolaria,pedicularia,(L.) Raf. ex Pennell,,,Y,,8,N,Y,,,,,S4,G5,Vascular,"Hardwood forests, woodlands, and forest edges with oaks often in thin dry to dry-mesic soils.",Forb/herb,Annual
2930,Accepted Name,Aureolaria virginica,Aureolaria virginica (L.) Pennell,downy false foxglove,Orobanchaceae,Aureolaria,virginica,(L.) Pennell,,,Y,,7,N,Y,,,,,S5,G5,Vascular,"Hardwood forests, woodlands, and forest edges with oaks often in thin dry to dry-mesic soils.",Forb/herb,Perennial
2380,Accepted Name,Avenella flexuosa,Avenella flexuosa (L.) Drejer,common hair grass,Poaceae,Avenella,flexuosa,(L.) Drejer,,,Y,,8,N,Y,,,FACU,FACU,S5,G5,Vascular,"Dry to dry-mesic forests, woodlands, and open habitat including barrens with thin often rocky or gravelly acidic soils.",Graminoid,Perennial
518,Accepted Name,Azolla cristata,Azolla cristata Kaulf.,mosquito fern,Salviniaceae,Azolla,cristata,Kaulf.,,,Y,,2,N,Y,,,"  ",OBL,SNR,G5,Vascular,"Still or slow moving water of lakes, ponds, and streams. Sometimes becoming very abundant.",Forb/herb,Annual
1383,Accepted Name,Baptisia tinctoria,Baptisia tinctoria (L.) R. Br.,wild indigo,Fabaceae,Baptisia,tinctoria,(L.) R. Br.,,,Y,,4,N,Y,,,,,S4,G5,Vascular,"Dry to mesic acidic open to occasionally somewhat closed habitats including rocky summits, woodlands, thin deciduous forests, edges of forests, disturbed soils, and roadsides. It occurs in Quercus montana woodlands with ericaceous shrubs. In shaded habitat it occurs as a small plant while in open habitat it becomes a dense robust herb the size of a beach ball.",Forb/herb,Perennial
6652,Accepted Name,Bartonia virginica,"Bartonia virginica (L.) Britton, Sterns & Poggenb.",Virginia screwstem,Gentianaceae,Bartonia,virginica,"(L.) Britton, Sterns & Poggenb.",,,Y,,7,N,Y,,,FACW,FACW,S4,,Vascular,"Swamps, edges of lakes, peatlands, and wet road sides in acidic and sometimes sandy soils.",Herbaceous,Annual
531,Accepted Name,Betula alleghaniensis,Betula alleghaniensis Britton,yellow birch,Betulaceae,Betula,alleghaniensis,Britton,,,Y,,7,N,Y,,,FAC,FAC,S5,G5,Vascular,Cool mesic forests and swamps. A widespread tree in NY it is dominant or co-dominant in some types of northern hardwood forests as well as cool swamps.,Tree,Perennial
548,Accepted Name,Betula cordifolia,Betula cordifolia Regel,mountain paper birch,Betulaceae,Betula,cordifolia,Regel,,,Y,,7,N,Y,,,FACU,FACU,SNR,,Vascular,Cool high elevation coniferous and mixed coniferous-deciduous forests. Sometimes forming almost pure stands after a disturbance event. Occasionally occurring with B. papyrifera but mostly replacing it at higher elevations.,Tree,Perennial
545,Accepted Name,Betula cordifolia × B. populifolia = B. ×caerulea,Betula cordifolia × B. populifolia = B. ×caerulea Blanch.,blue birch,Betulaceae,Betula,cordifolia × B. populifolia = B. ×caerulea,Blanch.,,,Y,,,N,Y,,,,,SNA,GNA,Vascular,,Tree,Perennial
537,Accepted Name,Betula lenta,Betula lenta L.,black birch,Betulaceae,Betula,lenta,L.,,,Y,,6,N,Y,,,FACU,FACU,S5,G5,Vascular,"A tree of young forests, rocky slopes, and talus slopes in mesic to dry soils. It is most common in warmer parts of NY and is an early successional species in mesic forests.",Tree,Perennial
532,Accepted Name,Betula nigra,Betula nigra L.,river birch,Betulaceae,Betula,nigra,L.,,,Y,,8,N,Y,Rare-State,,FACW,FACW,S4,G5,Vascular,Riverbanks and low wet areas. Also commonly cultivated. With us primarily in southeastern NY.,Tree,Perennial
6304,Accepted Name,Betula papyrifera,Betula papyrifera Marshall,paper birch,Betulaceae,Betula,papyrifera,Marshall,,,Y,,5,N,Y,,,FACU,FACU,S5,,Vascular,"A tree of thin poor soils, talus and rocky slopes, and edges of forests and woodlands. In mesic forests it is an early successional species starting in forest clearings, after fire, or logging. Most common at higher elevations and in the northern parts of NY. It can co-occur with B. cordifolia but usually drops out at the highest elevations.",Tree,Perennial
551,Accepted Name,Betula populifolia,Betula populifolia Marshall,gray birch,Betulaceae,Betula,populifolia,Marshall,,,Y,,4,N,Y,,,FAC,FAC,S5,G5,Vascular,"Woodlands, pine barrens, edges of forests, bluffs, successional fields, thickets, disturbed ground, and road sides on thin often rocky poor soils. Responds well to disturbance including fire.",Tree,Perennial
216,Accepted Name,Bidens bidentoides,Bidens bidentoides (Nutt.) Britton,estuary beggar ticks,Asteraceae,Bidens,bidentoides,(Nutt.) Britton,,,Y,,6,N,Y,Rare-State,,FACW,FACW,S3,G3,Vascular,Estuaries of the Hudson River.  Tidal marshes of the Hudson both brackish to fresh.  Occurs in these marshes with other tall herbaceous vegetation above the mud flats.,Forb/herb,Annual
383,Accepted Name,Bidens cernua,Bidens cernua L.,nodding beggar ticks,Asteraceae,Bidens,cernua,L.,,,Y,,4,N,Y,,,OBL,OBL,S5,G5,Vascular,"Marshes, wet ditches, banks of streams, edges of ponds, exposed mud in draw down zones of ponds and streams, and floating logs in ponds.",Forb/herb,Annual
358,Accepted Name,Bidens connata,Bidens connata Muhl. ex Willd.,purple-stemmed beggar ticks,Asteraceae,Bidens,connata,Muhl. ex Willd.,,,Y,,4,N,Y,,,FACW,FACW,S5,G5,Vascular,"A wide variety of wetlands mostly in unshaded areas. Floodplains, marshes, banks of streams, ponds, seasonal pools, dead logs in ponds, and occasionally swamps (often in openings).  Along with B. frondosa this is one of the most common Bidens in NY except in our more northern areas.  It is often confused with B. tripartita.",Forb/herb,Annual
6964,Accepted Name,Bidens discoidea,Bidens discoidea (Torr. & A. Gray) Britton,few-bracted beggar ticks,Asteraceae,Bidens,discoidea,(Torr. & A. Gray) Britton,,,Y,,8,N,Y,,,FACW,FACW,S4,,Vascular,Marshes and shaded pond margins.,Herbaceous,Annual
6965,Accepted Name,Bidens frondosa,Bidens frondosa L.,devil’s beggar ticks,Asteraceae,Bidens,frondosa,L.,,,Y,,2,N,Y,,,FACW,FACW,S5,,Vascular,"A wide variety of wetlands as well as disturbed areas.  Banks of streams, pond margins, marshes, roadside ditches, wet to mesic disturbed areas, and floodplains.  Along with B. connata one of our most common Bidens. ",Herbaceous,Annual
6966,Accepted Name,Bidens laevis,"Bidens laevis (L.) Britton, Sterns & Poggenb.",smooth beggar ticks,Asteraceae,Bidens,laevis,"(L.) Britton, Sterns & Poggenb.",,,Y,,6,N,Y,Threatened-State,,OBL,OBL,S2,,Vascular,Tidal fresh water marshes.,Herbaceous,Annual
365,Accepted Name,Bidens tripartita ssp. comosa,Bidens tripartita L. ssp. comosa (A. Gray) A. Haines,straw-stemmed beggar ticks,Asteraceae,Bidens,tripartita,L.,ssp. comosa,(A. Gray) A. Haines,Y,,4,N,Y,,,FACW,FACW,S5,G5,Vascular,Low floodplains and other wetlands.,Forb/herb,Annual
364,Accepted Name,Bidens vulgata,Bidens vulgata Greene,tall beggar ticks,Asteraceae,Bidens,vulgata,Greene,,,Y,,0,N,Y,,,FAC,FAC,S5,G5,Vascular,Banks of streams and disturbed sites in mesic to drier soils.,Forb/herb,Annual
1716,Accepted Name,Blephilia hirsuta,Blephilia hirsuta (Pursh) Benth.,hairy wood mint,Lamiaceae,Blephilia,hirsuta,(Pursh) Benth.,,,Y,,6,N,Y,,,FACU,FACU,S4,G5?,Vascular,Alluvial forests and thickets on the edges of small or large streams. Fairly local in New York and appears to be decreasing.,Forb/herb,Perennial
3051,Accepted Name,Boehmeria cylindrica,Boehmeria cylindrica (L.) Sw.,false nettle,Urticaceae,Boehmeria,cylindrica,(L.) Sw.,,,Y,,7,N,Y,,,FACW,OBL,S5,G5,Vascular,"Wet to seasonally wet areas in bottomland forests, low areas in swamps, marshy areas in forested streams, and marshes. Primarily but not restricted to shaded habitats with slightly inundated to wet soils (at least seasonally). Sometimes forming dense large populations.",Forb/herb,Perennial
642,Accepted Name,Borodinia canadensis,Borodinia canadensis (L.) P.J. Alexander & Windham,sicklepod,Brassicaceae,Borodinia,canadensis,(L.) P.J. Alexander & Windham,,,Y,,7,N,Y,,,,,S5,G5,Vascular,"Forested banks of streams, thin forests and woodlands, and edges of forests.  In mesic to dry thin or well drained soils.",Forb/herb,Biennial
617,Accepted Name,Borodinia laevigata,Borodinia laevigata (Muhl. ex Willd.) P.J. Alexander & Windham,smooth rock cress,Brassicaceae,Borodinia,laevigata,(Muhl. ex Willd.) P.J. Alexander & Windham,,,Y,,7,N,Y,,,,,S5,G5,Vascular,"Slopes of mesic to dry-mesic forests, woodlands, ledges, rock outcrops, and thin soil over bedrock. On limestone and calcareous soils and more acidic rocks and soils.",Forb/herb,Biennial
632,Accepted Name,Borodinia missouriensis,Borodinia missouriensis (Greene) P.J. Alexander & Windham,green rock cress,Brassicaceae,Borodinia,missouriensis,(Greene) P.J. Alexander & Windham,,,Y,,9,N,Y,Threatened-State,,,,S2,G5?Q,Vascular,"Thin forests, woodlands, and dry ledges. Sometimes adjacent to more open barrens or rocky summits.",Forb/herb,Perennial
1986,Accepted Name,Botrychium angustisegmentum,Botrychium angustisegmentum (Pease & A.H. Moore) Fernald,narrow triangle moonwort,Ophioglossaceae,Botrychium,angustisegmentum,(Pease & A.H. Moore) Fernald,,,Y,,7,N,Y,,,FACW,FACW,S4,G5T4,Vascular,Rich mesic sometimes early successional hardwood forests.,Forb/herb,Perennial
